Date,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95
2009Q1," 13,295.65 "," 12,945.91 "," 4,099.58 "," 3,766.43 ", 246.68 , 86.46 , 631.16 , -   , 578.09 , 53.07 ," 6,603.74 "," 2,642.14 "," 3,961.60 ", 480.17 , 212.88 , 267.29 , 260.37 , 870.89 , -   , 0.23 , 870.66 , 349.74 , 340.20 , 9.54 ," 10,769.25 "," 7,734.93 "," 2,764.84 ", 30.21 , 36.02 ," 2,698.61 "," 2,746.20 ", -   ," 2,746.20 ", 97.73 , 195.81 , (181.85), 377.66 , 882.79 , 186.32 , -   , 696.48 , 206.45 , -   , -   , -   , -   , 206.45 , (114.85), (955.96), -   , -   , 955.96 , 955.96 , -   ," 3,034.33 "," 5,210.98 "," 2,819.94 "," 3,482.35 "," 2,526.40 "," (2,526.40)", (59.98), 534.94 ,,0,-593.204154,0,0,0,0,-1.71309357,-2466.41959,-2404.631,-181.8514,-2222.7796,0,-155.828968,94.0403778,-508.527684,-153.96458,608.0124,312,-163.4797582,,29103.64483,7039.509994
2009Q2," 15,041.22 "," 14,708.41 "," 4,869.50 "," 4,501.73 ", 254.09 , 113.67 , 542.41 , -   , 542.17 , 0.24 ," 5,866.77 "," 3,291.28 "," 2,575.49 ", 579.69 , 284.89 , 294.80 , 378.90 ," 2,471.14 ", -   , -   ," 2,471.14 ", 332.81 , 328.46 , 4.36 ," 14,035.25 "," 10,726.01 "," 3,148.48 ", 29.26 , 45.34 ," 3,073.89 "," 3,575.09 ", -   ," 3,575.09 ", 178.58 , 278.62 , (94.24), 372.86 ," 2,590.36 ", 186.93 , -   ," 2,403.44 ", 478.54 , -   , -   , -   , -   , 478.54 , (542.95)," (1,019.28)", -   , -   ," 1,019.28 "," 1,019.28 ", -   ," 3,309.24 "," 3,982.39 "," 1,463.17 "," 2,025.24 "," 1,005.97 "," (1,005.97)", 331.54 , 862.84 ,,0,-531.2970671,0,0,0,0,0,-1337.505005,-1832.5324,-94.235,-1738.2974,0,-203.127656,698.155051,-179.571155,-222.860594,927.9977,312,-139.4109,,30558.88474,8130.166632
2009Q3," 14,249.78 "," 13,907.21 "," 5,813.08 "," 5,364.97 ", 296.61 , 151.50 , 587.11 , -   , 587.11 , -   ," 5,905.05 "," 3,520.68 "," 2,384.36 ", 606.13 , 270.48 , 335.65 , 311.84 , 684.01 , -   , 0.18 , 683.83 , 342.56 , 334.61 , 7.95 ," 14,247.04 "," 10,468.05 "," 3,195.62 ", 50.19 , 38.37 ," 3,107.07 "," 4,501.49 ", -   ," 4,501.49 ", 134.93 , 561.83 , 201.90 , 359.92 , 664.17 , 168.74 , -   , 495.43 , 215.50 , -   , -   , -   , -   , 215.50 , 198.83 , (995.68), -   , -   , 995.68 , 995.68 , -   ," 3,778.99 "," 3,439.16 ", 699.49 , 998.42 , 2.74 , (2.74), 260.50 , 991.16 ,,0,-730.4609836,0,0,0,0,-0.2044301,-263.235095,-24.8282,201.9046,-226.7328,0,-0.543406,-237.863489,-312.563209,-340.09298,117.8697,208,88.923,,30249.8093,7956.761816
2009Q4," 14,106.67 "," 13,682.22 "," 4,926.38 "," 4,347.58 ", 381.50 , 197.30 , 86.64 , -   , 86.64 , -   ," 6,949.79 "," 4,381.12 "," 2,568.67 ", 669.67 , 337.63 , 332.03 , 311.03 , 738.71 , -   , 2.34 , 736.37 , 424.45 , 412.50 , 11.95 ," 17,532.56 "," 12,017.59 "," 4,096.09 ", 106.29 , 49.55 ," 3,940.25 "," 4,048.14 ", -   ," 4,048.14 ", 137.75 , 394.04 , (32.01), 426.05 ," 1,062.77 ", 191.91 , -   , 870.86 , 394.64 , -   , -   , -   , -   , 394.64 , 541.60 ," (1,342.57)", -   , -   ," 1,342.57 "," 1,342.57 ", -   ," 5,514.96 "," 1,664.63 "," (2,894.10)"," (2,083.32)"," (3,425.89)"," 3,425.89 ", 745.15 ," 1,395.22 ",,0,-650.0650586,0,0,0,0,0,2680.737527,3761.0193,-32.0146,3793.0339,0,109.427274,-1189.709047,-5.974521,-440.691126,-94.5395,-832,183.4961,,31814.40631,8167.81432
2010Q1," 12,909.59 "," 12,549.49 "," 4,534.40 "," 4,066.87 ", 284.45 , 183.07 , 552.46 , -   , 498.35 , 54.11 ," 5,724.97 "," 2,948.17 "," 2,776.80 ", 731.97 , 333.72 , 398.25 , 330.00 , 675.70 , -   , 1.15 , 674.55 , 360.10 , 350.82 , 9.28 ," 13,279.30 "," 10,197.30 "," 3,006.23 ", 161.25 , 36.47 ," 2,808.51 "," 4,780.39 ", -   ," 4,780.39 ", 106.51 , 447.65 , 14.55 , 433.10 , 624.36 , 186.66 , -   , 437.70 , 125.67 , -   , -   , -   , -   , 125.67 , 100.42 ," (1,006.06)", -   , -   ," 1,006.06 "," 1,006.06 ", -   ," 3,082.00 "," 2,352.19 ", 184.45 , 636.35 , (369.71), 369.71 , 286.29 ," 1,060.41 ",,0,-774.119017,0,0,0,0,0,83.427511,-334.384,14.5546,-348.9386,0,6.56169,411.249821,-241.344279,-15.5264,860.6042,0,-192.4837,,30795.01652,7266.227379
2010Q2," 14,946.84 "," 14,635.01 "," 5,885.07 "," 5,352.64 ", 338.21 , 194.23 , 515.38 , -   , 511.47 , 3.91 ," 6,041.00 "," 3,442.63 "," 2,598.37 ", 766.54 , 364.88 , 401.66 , 319.29 ," 1,107.74 ", -   , -   ," 1,107.74 ", 311.83 , 305.60 , 6.23 ," 12,680.54 "," 9,133.55 "," 3,305.35 ", 60.04 , 39.95 ," 3,205.36 "," 3,320.08 ", -   ," 3,320.08 ", 118.02 , 371.81 , 0.00 , 371.81 , 729.80 , 192.30 , -   , 537.50 , 158.16 , -   , -   , -   , -   , 158.16 , 55.06 ," (1,075.27)", -   , -   ," 1,075.27 "," 1,075.27 ", -   ," 3,546.99 "," 5,501.46 "," 2,756.14 "," 3,341.58 "," 2,266.30 "," (2,266.30)", 522.13 ," 1,139.61 ",,0,-617.483937,0,0,0,0,0,-2788.430242,-3533.7688,0.002,-3533.7708,0,-154.795549,900.134107,-249.175151,24.687558,1148.9597,0,-24.338,,34356.01655,8437.640374
2010Q3," 16,332.70 "," 15,951.42 "," 6,262.06 "," 5,650.43 ", 431.09 , 180.54 , 615.04 , -   , 615.04 , -   ," 7,147.07 "," 3,824.51 "," 3,322.56 ", 896.81 , 466.43 , 430.38 , 304.28 , 726.16 , -   , -   , 726.16 , 381.28 , 377.03 , 4.25 ," 14,608.86 "," 11,736.60 "," 3,382.77 ", 45.45 , 35.99 ," 3,301.32 "," 5,159.93 ", -   ," 5,159.93 ", 88.70 , 471.23 , 92.11 , 379.12 , 865.40 , 188.13 , -   , 677.28 , 178.45 , -   , -   , -   , -   , 178.45 , 515.61 ," (1,074.51)", -   , -   ," 1,074.51 "," 1,074.51 ", -   ," 2,872.26 "," 4,214.82 "," 2,283.77 "," 2,798.35 "," 1,723.84 "," (1,723.84)", 333.64 ," 1,194.57 ",,0,-826.091938,0,0,0,0,-34.838846,-2057.479303,-3526.1167,92.1087,-3618.2254,0,367.520778,1101.116619,395.683458,-10.704739,618.346,0,97.7919,,34896.42747,8251.994657
2010Q4," 17,383.24 "," 16,858.98 "," 6,336.95 "," 5,608.61 ", 491.18 , 237.16 , 569.97 , -   , 569.97 , -   ," 7,479.86 "," 3,998.93 "," 3,480.93 "," 1,070.30 ", 523.80 , 546.50 , 359.01 ," 1,042.89 ", -   , -   ," 1,042.89 ", 524.26 , 517.14 , 7.12 ," 18,687.85 "," 13,451.89 "," 4,355.68 ", 52.69 , 46.78 ," 4,256.21 "," 6,012.40 ", -   ," 6,012.40 ", 168.78 , 448.39 , 70.57 , 377.82 ," 1,247.71 ", 167.55 , -   ," 1,080.16 ", 186.06 , -   , -   , -   , -   , 186.06 , (355.04)," (1,387.90)", -   , -   ," 1,387.90 "," 1,387.90 ", -   ," 5,235.96 "," 3,407.09 ", (687.45), 83.29 ," (1,304.62)"," 1,304.62 ", 272.57 ," 2,214.37 ",,0,-1941.801442,0,0,0,0,0,1032.042062,644.9208,70.5695,574.3513,0,150.201927,236.919335,-153.577302,105.316337,479.1038,0,-193.9235,,37828.1075,8629.817401
2011Q1," 16,182.41 "," 15,854.37 "," 5,797.54 "," 5,110.17 ", 413.35 , 274.02 , 645.07 , -   , 602.24 , 42.83 ," 7,001.63 "," 3,349.97 "," 3,651.65 "," 1,201.96 ", 687.69 , 514.27 , 277.62 , 930.55 , -   , -   , 930.55 , 328.04 , 324.31 , 3.73 ," 13,040.99 "," 10,528.72 "," 3,196.06 ", 44.63 , 34.33 ," 3,117.10 "," 4,292.78 ", -   ," 4,292.78 ", 127.28 , 220.03 , (188.32), 408.35 , 862.44 , 186.42 , -   , 676.02 , 218.27 , -   , -   , -   , -   , 218.27 , 563.00 ," (1,048.86)", -   , -   ," 1,048.86 "," 1,048.86 ", -   ," 2,512.27 "," 5,325.65 "," 3,488.73 "," 4,190.28 "," 3,141.42 "," (3,141.42)", 200.11 ," 1,116.52 ",,0,-849.3664922,0,0,0,0,-67.04776032,-3341.525931,-1679.377,-188.3172,-1491.0598,,-494.976284,-1167.172647,55.190023,-30.35917,-554.9245,0,-637.079,,38214.28275,7715.274627
2011Q2," 17,651.43 "," 17,352.49 "," 7,195.53 "," 6,434.64 ", 444.02 , 316.88 , 556.48 , -   , 556.48 , -   ," 6,942.72 "," 3,578.51 "," 3,364.22 "," 1,222.09 ", 687.40 , 534.69 , 385.51 ," 1,050.15 ", -   , -   ," 1,050.15 ", 298.93 , 293.27 , 5.66 ," 16,386.63 "," 11,771.28 "," 3,872.38 ", 48.35 , 37.52 ," 3,786.51 "," 5,763.52 ", -   ," 5,763.52 ", 248.53 , 323.64 , (136.46), 460.10 , 821.52 , 67.05 , -   , 754.47 , 161.01 , -   , -   , -   , -   , 161.01 , (563.69)," (1,144.36)", -   , -   ," 1,144.36 "," 1,144.36 ", -   ," 4,615.35 "," 5,581.22 "," 1,836.97 "," 2,409.16 "," 1,264.80 "," (1,264.80)", 202.57 ," 1,664.77 ",,0,-1440.700635,0,0,0,0,-21.49530096,-1467.369826,-2730.3959,-136.4579,-2593.938,,210.134018,1052.892056,-120.850305,40.708061,505.1277,0,627.9066,,41003.32851,8796.980598
2011Q3," 20,221.33 "," 19,809.08 "," 8,660.21 "," 7,698.45 ", 616.68 , 345.07 , 622.90 , -   , 622.90 , -   ," 7,761.13 "," 3,843.29 "," 3,917.83 "," 1,462.22 ", 911.79 , 550.43 , 368.82 , 933.82 , -   , -   , 933.82 , 412.25 , 403.45 , 8.80 ," 18,045.68 "," 13,178.20 "," 3,890.07 ", 45.49 , 33.66 ," 3,810.92 "," 6,081.18 ", -   ," 6,081.18 ", 212.08 , 353.93 , (16.03), 369.96 ," 1,020.70 ", 187.85 , -   , 832.86 , 401.27 , -   , -   , -   , -   , 401.27 , 75.98 ," (1,142.99)", -   , -   ," 1,142.99 "," 1,142.99 ", -   ," 4,867.48 "," 6,630.88 "," 2,741.66 "," 3,318.64 "," 2,175.65 "," (2,175.65)", 787.72 ," 2,073.32 ",,0,-1285.608764,0,0,0,0,0,-2963.367007,-2992.7514,-16.0292,-2976.7222,,283.841557,-254.457164,4.840789,-3.396953,-238.7854,0,-17.1156,,42897.17172,8683.047323
2011Q4," 21,559.40 "," 21,224.17 "," 7,780.20 "," 6,900.90 ", 621.82 , 257.48 , 650.61 , -   , 650.61 , -   ," 9,124.58 "," 4,064.43 "," 5,060.15 "," 1,362.30 ", 924.67 , 437.62 , 483.00 ," 1,823.50 ", -   ,," 1,823.50 ", 335.23 , 323.99 , 11.25 ," 26,759.24 "," 16,641.04 "," 5,767.85 ", 60.89 , 43.57 ," 5,663.40 "," 6,626.65 ", -   ," 6,626.65 ", 146.32 , 359.59 , (65.04), 424.62 ," 1,713.80 ", 202.11 , -   ," 1,511.69 ", 208.72 ,,,,, 208.72 , 53.35 ," (1,764.75)", -   , -   ," 1,764.75 "," 1,764.75 ", -   ," 10,118.21 "," 4,583.13 "," (4,693.93)"," (3,435.09)"," (5,199.84)"," 5,199.84 "," 1,774.86 "," 2,905.25 ",,0,-1110.198548,,,,,-20.19225648,3424.980411,2986.6524,-65.0361,3051.6885,,1199.568114,-761.240103,-189.479976,117.376373,-501.0076,0,-188.1289,,44116.77993,9086.166118
2012Q1," 19,152.38 "," 18,908.39 "," 7,529.52 "," 6,766.51 ", 525.72 , 237.29 , 669.14 , -   , 618.93 , 50.21 ," 8,445.56 "," 3,604.13 "," 4,841.43 "," 1,170.70 ", 748.06 , 422.64 , 393.62 , 699.86 , -   ,, 699.86 , 243.99 , 235.56 , 8.43 ," 15,242.29 "," 11,885.80 "," 2,962.02 ", 113.37 , 32.14 ," 2,816.51 "," 4,917.97 ", -   ," 4,917.97 ", 104.08 , 391.40 , (52.97), 444.37 ," 1,185.95 ", 268.59 , -   , 917.35 , 719.28 ,,, 413.96 ,, 305.32 , 765.48 , (839.62), -   , -   , 839.62 , 839.62 , -   ," 3,356.50 "," 7,022.60 "," 4,405.57 "," 4,749.71 "," 3,910.09 "," (3,910.09)", 703.65 ," 1,558.63 ",0,,-786.3136867,,,,,-68.66349616,-4613.738593,-4384.4698,-52.9668,-4331.503,,-562.555628,333.286835,293.624481,-18.930246,-295.8072,-173.2241,527.6239,,42785.00325,8101.796699
2012Q2," 20,812.60 "," 20,540.30 "," 8,870.05 "," 8,117.54 ", 517.38 , 235.13 , 620.54 , -   , 620.54 , -   ," 8,644.15 "," 3,729.45 "," 4,914.70 "," 1,075.57 ", 757.33 , 318.24 , 398.29 , 931.70 , -   ,, 931.70 , 272.30 , 265.77 , 6.53 ," 17,876.93 "," 13,125.13 "," 4,222.50 ", 97.10 , 36.86 ," 4,088.54 "," 5,899.52 ", -   ," 5,899.52 ", 183.10 , 279.86 , (93.10), 372.96 ," 1,338.04 ", 346.18 , -   , 991.86 , 163.02 ,,, -   ,, 163.02 , (238.40)," (1,277.50)", -   , -   ," 1,277.50 "," 1,277.50 ", -   ," 4,751.80 "," 7,415.17 "," 3,398.62 "," 4,213.17 "," 2,935.67 "," (2,935.67)", 112.95 ," 1,666.01 ",0,,-1550.578162,,,,,-2.48332,-3048.617889,-1659.2422,-93.1029,-1566.1393,,40.550298,-1429.925987,-121.884085,-131.836202,-476.7883,-435.6159,-263.8015,,45997.64019,9183.013212
2012Q3," 25,275.57 "," 25,023.93 "," 9,819.95 "," 8,999.16 ", 588.94 , 231.85 , 582.69 , -   , 582.69 , -   ," 11,892.93 "," 4,279.85 "," 7,613.08 "," 1,499.16 "," 1,084.75 ", 414.41 , 420.12 , 809.08 , -   ,, 809.08 , 251.64 , 243.51 , 8.13 ," 19,453.58 "," 13,521.31 "," 4,321.41 ", 40.68 , 32.46 ," 4,248.26 "," 6,138.90 ", -   ," 6,138.90 ", 137.70 , 278.10 , (79.16), 357.26 ," 1,283.17 ", 414.92 , -   , 868.25 , 190.76 ,,, -   ,, 190.76 , (52.52)," (1,223.78)", -   , -   ," 1,223.78 "," 1,223.78 ", -   ," 5,932.27 "," 11,502.62 "," 6,237.79 "," 7,045.77 "," 5,821.99 "," (5,821.99)"," (1,577.12)"," 1,136.41 ",0,,-2712.832236,,,,,-0.693866362,-4244.872392,-2548.224,-79.1584,-2469.0656,,-22.497104,-1674.151288,-108.807651,13.652063,-201.417,-379.0069,-998.5718,,47047.49651,9081.844971
2012Q4," 22,749.44 "," 22,264.19 "," 7,978.60 "," 7,030.93 ", 684.96 , 262.72 , 653.01 , -   , 625.78 , 27.23 ," 10,577.96 "," 4,305.46 "," 6,272.50 "," 1,647.84 "," 1,187.76 ", 460.07 , 558.53 , 848.25 , -   ,, 848.25 , 485.26 , 477.60 , 7.66 ," 32,129.23 "," 20,913.97 "," 6,576.70 ", 70.68 , 41.94 ," 6,464.07 "," 8,828.97 ", -   ," 8,828.97 ", 149.07 , 364.18 , (4.44), 368.62 ," 2,316.07 ", 284.96 , -   ," 2,031.11 "," 1,072.66 ",,, 350.00 ,, 722.66 , (427.13)," (2,033.45)", -   , -   ," 2,033.45 "," 2,033.45 ", -   ," 11,215.27 "," 1,350.22 "," (8,866.54)"," (7,346.34)"," (9,379.79)"," 9,379.79 "," 5,103.19 "," 6,023.51 ",3430,,-899.4373277,,,,,-20.87825908,4276.597819,2332.017,-4.4447,2336.4617,,994.808098,949.772721,633.716413,65.462808,-7.0903,-387.104,644.7878,,51323.73765,9670.805147
2013Q1," 22,934.55 "," 22,750.95 "," 8,440.73 "," 7,505.41 ", 643.17 , 292.16 , 730.25 , -   , 657.76 , 72.49 ," 10,684.04 "," 3,880.25 "," 6,803.79 "," 1,556.62 "," 1,082.06 ", 474.56 , 479.52 , 859.78 ,,, 859.78 , 183.60 , 177.57 , 6.03 ," 15,307.83 "," 10,193.26 "," 3,200.75 ", 97.90 , 30.06 ," 3,072.78 "," 3,639.32 ",," 3,639.32 ", 130.41 , 189.91 , (168.51), 358.41 ," 1,631.57 ", 393.25 , -   ," 1,238.32 ", 587.07 ,,, 139.69 ,, 447.38 , (6.04), (820.28), -   , -   , 820.28 , 820.28 , -   ," 5,114.57 "," 12,557.69 "," 7,947.03 "," 8,446.99 "," 7,626.71 "," (7,626.71)", (819.88), 448.59 ,0,,-900.4195198,,,,,-368.0466421,-6806.834356,-5071.6163,-168.5059,-4903.1104,,-1273.138128,-462.079928,196.931401,-78.115229,-233.7679,-433.6379,86.5097,,49829.49641,8656.908835
2013Q2," 25,588.78 "," 25,410.52 "," 10,847.90 "," 9,944.69 ", 644.71 , 258.50 , 716.15 , -   , 716.15 , -   ," 10,615.87 "," 4,115.92 "," 6,499.95 "," 1,476.31 "," 1,102.14 ", 374.17 , 600.65 ," 1,153.65 ",,," 1,153.65 ", 178.26 , 175.03 , 3.23 ," 26,521.06 "," 18,694.65 "," 4,895.86 ", 54.98 , 33.25 ," 4,807.63 "," 8,907.64 ",," 8,907.64 ", 232.75 , 65.76 , (295.58), 361.34 ," 1,751.90 ", 386.00 , -   ," 1,365.90 ", 941.67 ,,, 650.00 ,, 291.67 , 596.86 ," (1,302.21)", -   , -   ," 1,302.21 "," 1,302.21 ", -   ," 7,826.41 "," 6,715.87 ", (633.77), 369.94 , (932.27), 932.27 , 976.68 ," 1,489.41 ",0,,-512.7301655,,,,,0,-44.402214,-1672.1322,-295.5831,-1376.5491,,165.5943709,1462.135615,1525.488967,53.311048,-208.6155,-453.1047,545.0558,,52449.19723,9833.48511
2013Q3," 27,839.53 "," 27,653.80 "," 11,550.72 "," 10,651.52 ", 662.01 , 237.19 , 737.87 , -   , 724.47 , 13.40 ," 11,867.02 "," 4,401.71 "," 7,465.31 "," 1,447.04 "," 1,069.53 ", 377.50 , 498.10 ," 1,553.06 ",,," 1,553.06 ", 185.73 , 180.82 , 4.91 ," 25,144.03 "," 17,133.21 "," 4,874.46 ", 61.60 , 30.02 ," 4,782.85 "," 8,076.08 ",," 8,076.08 ", 172.47 , 167.83 , (151.11), 318.93 ," 1,850.58 ", 330.00 , -   ," 1,520.58 ", 574.17 ,,, -   ,, 574.17 , 83.57 ," (1,334.06)", -   , -   ," 1,334.06 "," 1,334.06 ", -   ," 8,010.82 "," 10,520.59 "," 3,035.81 "," 4,029.56 "," 2,695.51 "," (2,695.51)"," 3,184.11 "," 4,158.75 ",3430,,-366.5545777,,,,,-608.0830841,-5879.615044,-5808.3234,-151.1057,-5657.2177,,130.382246,-201.67389,363.1358,-40.42149,-68.3777,-427.6471,-28.3634,,53503.66933,9744.16222
2013Q4," 27,375.89 "," 27,211.21 "," 9,134.70 "," 8,119.68 ", 760.30 , 254.72 , 706.98 , -   , 678.17 , 28.82 ," 13,868.87 "," 4,635.38 "," 9,233.49 "," 1,917.68 "," 1,408.89 ", 508.79 , 596.19 , 986.79 ,,, 986.79 , 164.68 , 160.91 , 3.77 ," 35,389.74 "," 21,886.57 "," 7,804.73 ", 161.60 , 38.99 ," 7,604.14 "," 8,906.28 ",," 8,906.28 ", 238.82 , 275.56 , (71.63), 347.19 ," 2,297.12 ", 339.77 , -   ," 1,957.36 "," 1,603.46 ",,, 965.73 ,, 637.73 , (956.36)," (1,716.96)", -   , -   ," 1,716.96 "," 1,716.96 ", -   ," 13,503.17 "," 5,324.64 "," (7,499.47)"," (6,296.89)"," (8,013.85)"," 8,013.85 "," 1,927.60 "," 2,428.65 ",0,,-476.6351738,,,,,-24.41115908,6086.248469,7512.4491,-71.6289,7584.078,,-335.810242,-1090.390389,490.617481,58.51143,424.3495,-306.3251,-1757.5437,,56073.6687,10252.0137
2014Q1," 23,131.14 "," 23,003.51 "," 9,161.59 "," 8,202.21 ", 667.47 , 291.91 , 808.78 ,, 707.42 , 101.36 ," 9,850.72 "," 3,923.90 "," 5,926.82 "," 1,665.13 "," 1,146.76 ", 518.37 , 553.23 , 964.06 ,, -   , 964.06 , 127.63 , 125.54 , 2.09 ," 22,589.25 "," 14,911.88 "," 4,526.31 ", 43.18 , 28.44 ," 4,454.68 "," 6,593.49 ",," 6,593.49 ", 201.35 , 111.54 , (216.35), 327.88 ," 1,688.45 ", 354.71 , -   ," 1,333.74 ", 256.25 ,,, 16.60 ,, 239.65 , 160.68 ," (1,373.81)", -   , -   ," 1,373.81 "," 1,373.81 ", -   ," 7,677.37 "," 8,091.63 ", 854.78 ," 1,915.70 ", 541.89 , (541.89), (166.57), 610.42 ,,,-509.5346543,,,,,-267.4564452,-375.319076,-3712.6218,-216.3466,-3496.2752,,1656.126063,1681.176661,223.439601,-40.63804,1421.6213,-474.7605,551.5143,,53960.56965,9168.558361
2014Q2," 30,700.71 "," 30,520.09 "," 12,305.02 "," 11,236.74 ", 705.10 , 363.19 , 704.83 ,, 704.83 , -   ," 13,849.47 "," 4,520.40 "," 9,329.07 "," 1,634.49 "," 1,209.71 ", 424.77 , 666.29 ," 1,360.00 ",, 250.00 ," 1,110.00 ", 180.62 , 175.14 , 5.48 ," 29,741.40 "," 20,590.96 "," 5,843.58 ", 72.16 , 31.07 ," 5,740.36 "," 9,704.20 ",," 9,704.20 ", 260.80 , 83.94 , (266.21), 350.15 ," 1,860.53 ", 422.58 , -   ," 1,437.95 ", 418.26 ,,, 219.48 ,, 198.78 ," 1,019.43 "," (1,400.21)", -   , -   ," 1,400.21 "," 1,400.21 ", -   ," 9,150.45 "," 9,929.13 "," 1,304.04 "," 2,359.52 ", 959.30 , (959.30), 560.97 ," 1,088.30 ",,,-525.5429785,,,,,-1.7836,-1520.276146,-1931.4253,-266.2123,-1665.213,,-1007.32877,1418.477924,715.968212,38.426312,476.8358,-428.7581,616.0057,,56635.18867,10305.08475
2014Q3," 34,509.83 "," 34,182.60 "," 13,329.77 "," 12,223.13 ", 746.14 , 360.50 , 744.69 ,, 744.69 , -   ," 15,908.32 "," 4,693.98 "," 11,214.34 "," 1,975.61 "," 1,401.45 ", 574.15 , 754.83 ," 1,469.39 ",, -   ," 1,469.39 ", 327.23 , 314.62 , 12.62 ," 30,644.06 "," 18,492.44 "," 5,790.75 ", 96.11 , 27.74 ," 5,666.90 "," 8,674.87 ",," 8,674.87 ", 266.23 , 243.90 , (90.00), 333.90 ," 1,920.66 ", 402.20 , -   ," 1,518.47 ", 872.84 ,,, 152.16 ,, 720.68 , (683.06)," (1,406.25)", -   , -   ," 1,406.25 "," 1,406.25 ", -   ," 12,151.62 "," 15,690.16 "," 4,375.90 "," 5,272.02 "," 3,865.77 "," (3,865.77)"," 1,200.52 "," 1,702.82 ",,,-502.3030325,,,,,0,-5066.286228,-3318.1416,-89.9951,-3228.1465,,28.606326,-1776.750954,-161.794085,-63.534269,175.1239,-483.1034,-1243.4431,,57868.42594,10331.31348
2014Q4," 28,935.84 "," 28,824.38 "," 10,482.99 "," 9,362.35 ", 833.71 , 286.92 , 766.15 ,, 761.40 , 4.75 ," 12,565.81 "," 4,942.08 "," 7,623.73 "," 2,244.64 "," 1,766.79 ", 477.85 , 723.66 ," 2,041.13 ",, 8.00 ," 2,033.13 ", 111.46 , 59.18 , 52.28 ," 41,971.99 "," 26,674.83 "," 9,221.49 ", 118.29 , 35.30 ," 9,067.91 "," 11,870.11 ",," 11,870.11 ", 268.05 , 453.01 , 108.58 , 344.43 ," 2,153.05 ", 130.27 , -   ," 2,022.78 ", 890.15 ,,, 18.42 ,, 871.73 , (38.12)," (1,857.09)", -   , -   ," 1,857.09 "," 1,857.09 ", -   ," 15,297.15 "," 2,149.54 "," (12,315.09)"," (11,179.06)"," (13,036.15)"," 13,036.15 "," 1,477.36 "," 1,803.36 ",,,-409.8447643,,,,,83.8441754,11558.79135,13165.8614,108.5793,13057.2821,,1159.076012,-2766.146062,-120.052634,37.568872,385.1812,-508.8343,-2560.0092,,59539.47492,10783.19924
2015Q1," 25,077.95 "," 24,808.70 "," 10,164.52 "," 9,103.85 ", 763.76 , 296.91 , 824.63 ,, 746.87 , 77.76 ," 9,940.16 "," 4,292.83 "," 5,647.33 "," 1,775.71 "," 1,379.65 ", 396.06 , 623.73 ," 1,479.95 ",, -   ," 1,479.95 ", 269.25 , 262.97 , 6.28 ," 22,308.80 "," 14,749.38 "," 5,447.28 ", 98.22 , 25.96 ," 5,323.11 "," 5,367.24 ",," 5,367.24 ", 280.76 , 308.41 , (42.61), 351.03 ," 1,285.25 ", -   ,," 1,285.25 ", 914.03 ,,, -   ,, 914.03 , (275.23)," (1,421.62)", -   , -   ," 1,421.62 "," 1,421.62 ", -   ," 7,559.41 "," 10,059.32 "," 3,358.33 "," 4,190.77 "," 2,769.15 "," (2,769.15)", (255.82), 520.06 ,,,-493.5726159,,,,,-282.3078102,-2513.336197,-1769.599138,-42.6147,-1726.984438,,-761.260502,17.523443,-455.412045,33.51002,624.937946,-439.1072,253.594722,,55975.74919,9609.05051
2015Q2," 29,245.14 "," 29,128.25 "," 13,460.05 "," 12,502.07 ", 692.56 , 265.42 , 744.43 ,, 744.43 , -   ," 10,481.70 "," 4,577.48 "," 5,904.23 "," 1,681.66 "," 1,366.79 ", 314.86 , 658.78 ," 2,101.63 ",, -   ," 2,101.63 ", 116.89 , 106.33 , 10.56 ," 29,601.24 "," 20,186.86 "," 6,835.12 ", 96.50 , 28.28 ," 6,710.34 "," 8,147.22 ",," 8,147.22 ", 279.17 , 308.48 , (58.52), 367.00 ," 1,362.66 ", -   ,," 1,362.66 ", 760.64 ,,, -   ,, 760.64 ," 1,051.10 "," (1,442.47)", -   , -   ," 1,442.47 "," 1,442.47 ", -   ," 9,414.37 "," 8,941.39 ", 231.56 ," 1,086.38 ", (356.09), 356.09 ," 1,000.57 "," 2,439.12 ",,,-1385.194777,,,,,-53.355708,-644.474568,-665.503495,-58.5189,-606.984595,,-352.948371,373.977298,-499.655837,-29.768181,114.787212,-415.0876,1203.701704,,56814.28022,10846.33845
