,PIB_nom,PIB_real,PIB_pot,OG,Ingresos_totales,Egresos_totales,Intereses,Beta,CC_Ingresos,G_primario,T_estructural,G_primario_estr,BEP,BE,FI
344,,,,,,,0.0,0.8742368844206614,,,,,,,
345,,,,,,,0.0,0.8742368844206614,,,,,,,
346,,,,,,,0.0,0.8742368844206614,,,,,,,
347,,,,,,,0.0,0.8742368844206614,,,,,,,
348,,,,,,,0.0,0.8742368844206614,,,,,,,
349,,,,,,,0.0,0.8742368844206614,,,,,,,
350,,,,,,,0.0,0.8742368844206614,,,,,,,
351,,,,,,,0.0,0.8742368844206614,,,,,,,
352,,,,,,,0.0,0.8742368844206614,,,,,,,
353,,,,,,,0.0,0.8742368844206614,,,,,,,
354,,,,,,,0.0,0.8742368844206614,,,,,,,
355,,,,,,,0.0,0.8742368844206614,,,,,,,
356,,,,,,,0.0,0.8742368844206614,,,,,,,
357,,,,,,,0.0,0.8742368844206614,,,,,,,
358,,,,,,,0.0,0.8742368844206614,,,,,,,
359,,,,,,,0.0,0.8742368844206614,,,,,,,
360,,,,,,,0.0,0.8742368844206614,,,,,,,
361,,,,,,,0.0,0.8742368844206614,,,,,,,
362,,,,,,,0.0,0.8742368844206614,,,,,,,
363,,,,,,,0.0,0.8742368844206614,,,,,,,
364,,,,,,,0.0,0.8742368844206614,,,,,,,
365,,,,,,,0.0,0.8742368844206614,,,,,,,
366,,,,,,,0.0,0.8742368844206614,,,,,,,
367,,,,,,,0.0,0.8742368844206614,,,,,,,
368,,,,,,,0.0,0.8742368844206614,,,,,,,
369,,,,,,,0.0,0.8742368844206614,,,,,,,
370,,,,,,,0.0,0.8742368844206614,,,,,,,
371,,,,,,,0.0,0.8742368844206614,,,,,,,
372,,,,,,,0.0,0.8742368844206614,,,,,,,
373,,,,,,,0.0,0.8742368844206614,,,,,,,
374,,,,,,,0.0,0.8742368844206614,,,,,,,
375,,,,,,,0.0,0.8742368844206614,,,,,,,
376,,,,,,,0.0,0.8742368844206614,,,,,,,
377,,,,,,,0.0,0.8742368844206614,,,,,,,
378,,,,,,,0.0,0.8742368844206614,,,,,,,
379,,,,,,,0.0,0.8742368844206614,,,,,,,
380,,,,,,,0.0,0.8742368844206614,,,,,,,
381,,,,,,,0.0,0.8742368844206614,,,,,,,
382,,,,,,,0.0,0.8742368844206614,,,,,,,
383,,,,,,,0.0,0.8742368844206614,,,,,,,
384,,,,,,,0.0,0.8742368844206614,,,,,,,
385,,,,,,,0.0,0.8742368844206614,,,,,,,
386,,,,,,,0.0,0.8742368844206614,,,,,,,
387,,,,,,,0.0,0.8742368844206614,,,,,,,
388,,,,,,,0.0,0.8742368844206614,,,,,,,
389,,,,,,,0.0,0.8742368844206614,,,,,,,
390,,,,,,,0.0,0.8742368844206614,,,,,,,
391,,,,,,,0.0,0.8742368844206614,,,,,,,
392,,,,,,,0.0,0.8742368844206614,,,,,,,
393,,,,,,,0.0,0.8742368844206614,,,,,,,
394,,,,,,,0.0,0.8742368844206614,,,,,,,
395,,,,,,,0.0,0.8742368844206614,,,,,,,
396,,,,,,,0.0,0.8742368844206614,,,,,,,
397,,,,,,,0.0,0.8742368844206614,,,,,,,
398,,,,,,,0.0,0.8742368844206614,,,,,,,
399,,,,,,,0.0,0.8742368844206614,,,,,,,
400,,,,,,,0.0,0.8742368844206614,,,,,,,
401,,,,,,,0.0,0.8742368844206614,,,,,,,
402,,,,,,,0.0,0.8742368844206614,,,,,,,
403,,,,,,,0.0,0.8742368844206614,,,,,,,
404,,,,,,,0.0,0.8742368844206614,,,,,,,
405,,,,,,,0.0,0.8742368844206614,,,,,,,
406,,,,,,,0.0,0.8742368844206614,,,,,,,
407,,,,,,,0.0,0.8742368844206614,,,,,,,
408,,,,,,,0.0,0.8742368844206614,,,,,,,
409,,,,,,,0.0,0.8742368844206614,,,,,,,
410,,,,,,,0.0,0.8742368844206614,,,,,,,
411,,,,,,,0.0,0.8742368844206614,,,,,,,
412,,,,,,,0.0,0.8742368844206614,,,,,,,
413,,,,,,,0.0,0.8742368844206614,,,,,,,
414,,,,,,,0.0,0.8742368844206614,,,,,,,
415,,,,,,,0.0,0.8742368844206614,,,,,,,
416,,,,,,,0.0,0.8742368844206614,,,,,,,
417,,,,,,,0.0,0.8742368844206614,,,,,,,
418,,,,,,,0.0,0.8742368844206614,,,,,,,
